Files	Upper Left Lat	Lower Left Lat	Upper Right Lat	Lower Right Lat	Upper Left Lon	Lower Left Lon	Upper Right Lon	Lower Right Lon
 SG52_Kaolin_Group_Index.tif	125.9997759	125.9997759	132.0000538	132.0000538	-23.9998256	-28.0001035	-23.9998256	-28.0001035
 SG53_Kaolin_Group_Index.tif	131.999776	131.999776	138.0000539	138.0000539	-23.9998256	-28.0001035	-23.9998256	-28.0001035
 SG54_Kaolin_Group_Index.tif	137.9997761	137.9997761	144.0000541	144.0000541	-23.9998256	-28.0001035	-23.9998256	-28.0001035
 SH52_Kaolin_Group_Index.tif	125.9997759	125.9997759	132.0000538	132.0000538	-27.9998257	-32.3151036	-27.9998257	-32.3151036
 SH53_Kaolin_Group_Index.tif	131.999776	131.999776	138.0000539	138.0000539	-27.9998257	-32.0001036	-27.9998257	-32.0001036
 SH54_Kaolin_Group_Index.tif	137.9997761	137.9997761	144.0000541	144.0000541	-27.9998257	-32.0001036	-27.9998257	-32.0001036
 SI53_Kaolin_Group_Index.tif	131.999776	131.999776	138.0000539	138.0000539	-31.9998258	-36.0801037	-31.9998258	-36.0801037
 SI54_Kaolin_Group_Index.tif	137.9997761	137.9997761	144.0000541	144.0000541	-31.9998258	-36.0001037	-31.9998258	-36.0001037
 SJ54_Kaolin_Group_Index.tif	139.4297762	139.4297762	144.0000541	144.0000541	-35.9998259	-38.8601037	-35.9998259	-38.8601037
